customer_id,age group,cltv,customer_status,churn_category,churn_reason,monthly_ charges,total_revenue
0277-BKSQP,36-50,4854,Stayed,Not Applicable,N/A,54.4,487.58
6029-CSMJE,51-65,3090,Stayed,Not Applicable,N/A,25.65,440.2
0277-ORXQS,20-35,4652,Stayed,Not Applicable,N/A,50.55,3474.55
6032-IGALN,20-35,4769,Churned,Competitor,Competitor had better devices,25.1,25.1
0278-YXOOG,20-35,2604,Churned,Attitude,Attitude of support person,21.05,285.15
6158-HDPXZ,20-35,4193,Joined,Not Applicable,N/A,25.35,25.35
0280-XJGEX,36-50,5340,Churned,Competitor,Competitor had better devices,103.7,7208.47
6180-YBIQI,20-35,4015,Stayed,Not Applicable,N/A,24.3,100.2
0281-CNTZX,51-65,5151,Stayed,Not Applicable,N/A,19.95,3651.48
6338-AVWCY,Under 20,4710,Churned,Competitor,Competitor made better offer,40.15,130.75
6351-SCJKT,20-35,5534,Joined,Not Applicable,N/A,41.35,107.25
0285-INHLN,51-65,3519,Stayed,Not Applicable,N/A,54.75,2487.43
6542-LWGXJ,36-50,2730,Joined,Not Applicable,N/A,25,78.25
0289-IVARM,51-65,3463,Stayed,Not Applicable,N/A,60.55,3550.95
6713-OKOMC,36-50,2013,Stayed,Not Applicable,N/A,29.75,301.9
0292-WEGCH,36-50,6275,Stayed,Not Applicable,N/A,86.2,4757.87
7389-KBFIT,20-35,4387,Joined,Not Applicable,N/A,30.25,63.75
0295-PPHDO,51-65,5962,Churned,Competitor,Competitor had better devices,95.45,101.04
7421-ZLUPA,51-65,2038,Stayed,Not Applicable,N/A,29.25,226.95
0295-QVKPB,36-50,3099,Stayed,Not Applicable,N/A,63.95,387.9
7537-RBWEA,Under 20,3513,Joined,Not Applicable,N/A,25.15,25.15
0297-RBCSG,51-65,2051,Stayed,Not Applicable,N/A,65.35,2085.86
7568-PODML,20-35,4954,Churned,Competitor,Competitor had better devices,45.3,45.3
0298-XACET,20-35,5396,Stayed,Not Applicable,N/A,50.2,2526.99
7746-AWNQW,51-65,2431,Stayed,Not Applicable,N/A,35.75,961.4
0301-FIDRB,51-65,6107,Stayed,Not Applicable,N/A,63.8,4684.3
7851-FLGGQ,36-50,3704,Churned,Competitor,Competitor had better devices,44.65,44.65
0301-KOBTQ,36-50,3398,Stayed,Not Applicable,N/A,20.05,1081.84
7880-XSOJX,36-50,4282,Stayed,Not Applicable,N/A,42.4,146.4
0302-JOIVN,36-50,2750,Churned,Competitor,Competitor made better offer,101.15,977.94
7890-VYYWG,Over 65,3766,Churned,Competitor,Competitor had better devices,36.45,93.7
0303-UNCIP,20-35,5043,Stayed,Not Applicable,N/A,65,4211.35
7909-FIOIY,20-35,2958,Stayed,Not Applicable,N/A,24.85,434.8
0303-WMMRN,20-35,3056,Stayed,Not Applicable,N/A,19.25,191.1
8069-YQQAJ,51-65,3448,Stayed,Not Applicable,N/A,31.1,419.7
0305-SQECB,51-65,4265,Stayed,Not Applicable,N/A,36.05,502.6
8259-NFJTV,36-50,5996,Stayed,Not Applicable,N/A,34.65,246.6
0306-JAELE,51-65,4192,Churned,Competitor,Competitor made better offer,96.1,608.85
8260-NGFNY,20-35,3196,Churned,Other,Don't know,25.2,25.2
0307-BCOPK,51-65,4336,Stayed,Not Applicable,N/A,19.05,990.81
8263-JQAIK,Over 65,5573,Churned,Competitor,Competitor offered more data,24.45,47.5
0308-GIQJT,Over 65,4921,Stayed,Not Applicable,N/A,105.75,7815.95
8582-KRHPJ,51-65,5629,Stayed,Not Applicable,N/A,35,1782.4
0308-IVGOK,20-35,2133,Stayed,Not Applicable,N/A,40.4,422.6
8706-HRADD,20-35,5808,Stayed,Not Applicable,N/A,43.55,1011.5
0310-MVLET,51-65,5612,Churned,Dissatisfaction,Service dissatisfaction,99.15,9019.18
8722-NGNBH,20-35,3125,Churned,Competitor,Competitor had better devices,40,223.45
0310-SUCIN,36-50,5643,Stayed,Not Applicable,N/A,84.8,7683.36
8740-XLHDR,20-35,5824,Churned,Dissatisfaction,Network reliability,43.25,219
0310-VQXAM,51-65,2788,Stayed,Not Applicable,N/A,19.85,545.46
8799-OXZMD,20-35,5463,Stayed,Not Applicable,N/A,29.75,790.7
0311-QYWSS,51-65,3672,Stayed,Not Applicable,N/A,49.45,549.56
8901-HJXTF,36-50,3747,Churned,Competitor,Competitor made better offer,29.2,309.1
0311-UNPFF,51-65,4910,Churned,Dissatisfaction,Service dissatisfaction,88.8,3314.69
9136-ALYBR,36-50,2121,Churned,Price,Extra data charges,24.45,24.45
0314-TKOSI,20-35,5377,Stayed,Not Applicable,N/A,55.15,364.78
9505-SQFSW,51-65,5651,Joined,Not Applicable,N/A,40.3,92.5
0315-LVCRK,51-65,4924,Stayed,Not Applicable,N/A,84.8,1225.02
9526-BIHHD,20-35,3383,Churned,Dissatisfaction,Product dissatisfaction,29.7,29.7
0318-QUUOB,20-35,4273,Churned,Competitor,Competitor had better devices,80.55,124.22
9842-EFSYY,20-35,2421,Stayed,Not Applicable,N/A,57.2,223.75
0318-ZOPWS,20-35,5422,Stayed,Not Applicable,N/A,20.15,1111.53
9907-SWKKF,Over 65,4842,Churned,Competitor,Competitor had better devices,25.05,25.05
0319-QZTCO,20-35,3654,Joined,Not Applicable,N/A,58.7,203.01
0320-DWVTU,36-50,4754,Stayed,Not Applicable,N/A,99.5,7733.46
0320-JDNQG,20-35,3425,Churned,Other,Don't know,99.85,3204.15
0699-NDKJM,36-50,4115,Stayed,Not Applicable,N/A,58.75,3437.45
0322-CHQRU,51-65,3478,Churned,Competitor,Competitor had better devices,45.35,140.48
0778-NELLA,36-50,5352,Churned,Competitor,Competitor offered higher download speeds,34.7,296.1
0322-YINQP,36-50,5687,Churned,Attitude,Attitude of support person,48.55,59.9
1049-FYSYG,36-50,5977,Stayed,Not Applicable,N/A,35.65,646.05
0323-XWWTN,36-50,4315,Joined,Not Applicable,N/A,26.4,222.86
1142-WACZW,51-65,4268,Churned,Other,Don't know,29.85,75.6
0324-BRPCJ,Over 65,4481,Churned,Competitor,Competitor offered more data,100.2,8302.09
1261-FWTTE,Over 65,2307,Stayed,Not Applicable,N/A,34.65,768.45
0325-XBFAC,36-50,5811,Churned,Competitor,Competitor offered more data,94.7,976.22
1322-AGOQM,51-65,2243,Churned,Dissatisfaction,Service dissatisfaction,30.3,1380.1
0326-VDYXE,20-35,4252,Stayed,Not Applicable,N/A,97.65,8228.7
1329-VHWNP,36-50,4404,Stayed,Not Applicable,N/A,25.05,189.95
0327-WFZSY,51-65,5434,Stayed,Not Applicable,N/A,100,4509.86
1360-RCYRT,36-50,4960,Stayed,Not Applicable,N/A,30.35,678.75
0328-GRPMV,36-50,3706,Churned,Competitor,Competitor had better devices,70.1,87.47
1395-OFUWC,36-50,4741,Stayed,Not Applicable,N/A,29.3,1224.05
0329-GTIAJ,36-50,4330,Churned,Price,Price too high,97.9,405.84
1530-ZTDOZ,51-65,5565,Stayed,Not Applicable,N/A,40.65,2070.75
0330-BGYZE,36-50,4968,Stayed,Not Applicable,N/A,102.5,7310.8
1559-DTODC,36-50,3784,Stayed,Not Applicable,N/A,25.15,468.35
0330-IVZHA,51-65,2969,Churned,Attitude,Attitude of service provider,69.95,415.55
1740-CSDJP,51-65,2548,Churned,Price,Lack of affordable download/upload speed,35.25,35.25
0334-GDDSO,Over 65,2818,Churned,Competitor,Competitor made better offer,81.35,261.36
1853-ARAAQ,36-50,2510,Stayed,Not Applicable,N/A,50.35,1277.5
0334-ZFJSR,36-50,5501,Stayed,Not Applicable,N/A,66.05,5513.47
2011-TRQYE,51-65,5474,Churned,Dissatisfaction,Product dissatisfaction,33.5,600
0336-KXKFK,36-50,4085,Stayed,Not Applicable,N/A,61.2,4390.25
2091-MJTFX,51-65,4568,Churned,Dissatisfaction,Network reliability,51.2,1561.5
0336-PIKEI,Over 65,5590,Stayed,Not Applicable,N/A,74.4,5880.19
2187-LZGPL,36-50,4414,Churned,Attitude,Attitude of service provider,40.1,293.3
0337-CNPZE,51-65,5383,Churned,Price,Price too high,106.3,5001.08
2320-SLKMB,36-50,3080,Stayed,Not Applicable,N/A,44.45,1183.8
0343-QLUZP,36-50,5544,Stayed,Not Applicable,N/A,39.6,2386.04
2533-TIBIX,51-65,5825,Stayed,Not Applicable,N/A,30.2,469.65
0345-HKJVM,36-50,5800,Churned,Other,Don't know,89.3,593.2
2606-RMDHZ,36-50,4667,Churned,Competitor,Competitor had better devices,30.5,208.7
0345-XMMUG,20-35,5119,Stayed,Not Applicable,N/A,108.9,4946.3
2778-OCLGR,Over 65,4591,Churned,Competitor,Competitor had better devices,39.1,971.3
0347-UBKUZ,36-50,3366,Stayed,Not Applicable,N/A,19.9,361.55
2817-NTQDO,51-65,4856,Churned,Dissatisfaction,Poor expertise of online support,45.55,597
0348-SDKOL,20-35,4415,Churned,Competitor,Competitor made better offer,102.1,6188.98
2894-QOJRX,Under 20,5024,Churned,Competitor,Competitor had better devices,34,853
0354-VXMJC,51-65,4617,Stayed,Not Applicable,N/A,19.6,1209.57
2908-ZTPNF,36-50,4452,Stayed,Not Applicable,N/A,34.85,1267.2
0354-WYROK,Over 65,4050,Churned,Other,Don't know,98.9,4397.75
2959-EEXWB,51-65,3937,Stayed,Not Applicable,N/A,50.9,2333.85
0356-ERHVT,51-65,3880,Stayed,Not Applicable,N/A,45.9,664.35
3050-GBUSH,20-35,2496,Joined,Not Applicable,N/A,34.8,113.95
0356-OBMAC,Over 65,5840,Stayed,Not Applicable,N/A,99.9,6676.78
3082-VQXNH,51-65,5614,Joined,Not Applicable,N/A,29.8,94.4
0357-NVCRI,36-50,2192,Stayed,Not Applicable,N/A,20.05,793.45
3160-TYXLT,36-50,6245,Stayed,Not Applicable,N/A,46.3,2546.85
0361-HJRDX,36-50,4146,Stayed,Not Applicable,N/A,64.35,4669.6
3256-EZDBI,Over 65,6285,Stayed,Not Applicable,N/A,29.45,1459.35
0362-RAOQO,36-50,3878,Stayed,Not Applicable,N/A,19.65,1871.45
3285-UCQVC,20-35,4429,Churned,Other,Don't know,28.6,973.55
0362-ZBZWJ,36-50,2455,Churned,Attitude,Attitude of service provider,84.9,3954.96
3621-CHYVB,36-50,5866,Stayed,Not Applicable,N/A,49.9,2782.4
0363-QJVFX,20-35,2541,Churned,Attitude,Attitude of service provider,108.15,4318.98
3694-DELSO,51-65,3824,Stayed,Not Applicable,N/A,38.55,156.1
0363-SVHYR,20-35,6452,Stayed,Not Applicable,N/A,86.85,6981.61
3893-JRNFS,Under 20,6270,Stayed,Not Applicable,N/A,39.9,2796.35
0365-BZUWY,51-65,3803,Stayed,Not Applicable,N/A,102.55,1914.37
3896-RCYYE,51-65,5990,Stayed,Not Applicable,N/A,53.4,3579.15
0365-GXEZS,51-65,2831,Stayed,Not Applicable,N/A,78.2,2040.97
4139-JPIAM,20-35,6087,Stayed,Not Applicable,N/A,44.45,2181.55
0365-TRTPY,51-65,5135,Stayed,Not Applicable,N/A,91.2,3816.31
4139-SUGLD,36-50,2067,Churned,Attitude,Attitude of service provider,35.4,1077.5
0366-NQSHS,36-50,5863,Joined,Not Applicable,N/A,19.35,135.03
4257-GAESD,20-35,2270,Stayed,Not Applicable,N/A,45,298.7
0369-ZGOVK,51-65,5195,Stayed,Not Applicable,N/A,70.4,2354.52
4524-QCSSM,36-50,4512,Stayed,Not Applicable,N/A,44.65,1156.55
0373-AIVNJ,20-35,3755,Stayed,Not Applicable,N/A,39.55,373
4592-IWTJI,36-50,2613,Churned,Attitude,Attitude of support person,29.7,91.7
0374-AACSZ,51-65,4421,Joined,Not Applicable,N/A,50.15,138.48
4976-LNFVV,51-65,4615,Stayed,Not Applicable,N/A,34.3,577.15
0374-FIUCA,51-65,5368,Stayed,Not Applicable,N/A,20.4,2939.35
4987-GQWPO,36-50,4580,Stayed,Not Applicable,N/A,25.1,382.8
0374-IOEGQ,51-65,3122,Joined,Not Applicable,N/A,44.6,169.47
5167-GBFRE,Over 65,4694,Churned,Other,Poor expertise of online support,25.2,102.5
5307-UVGNB,36-50,4116,Stayed,Not Applicable,N/A,48.7,2495.2
0376-OIWME,20-35,2701,Stayed,Not Applicable,N/A,93.6,4837.37
5311-IHLEI,36-50,2716,Stayed,Not Applicable,N/A,50.95,605.75
0376-YMCJC,20-35,4359,Churned,Competitor,Competitor offered higher download speeds,90.6,2828.34
5533-RJFTJ,20-35,5214,Stayed,Not Applicable,N/A,30.2,1453.1
0377-JBKKT,20-35,5036,Stayed,Not Applicable,N/A,57.95,2208.56
5673-TIYIB,20-35,3620,Churned,Other,Don't know,40.4,77.15
0378-CJKPV,51-65,4272,Stayed,Not Applicable,N/A,112.1,8275.39
5759-RCVCB,20-35,5450,Churned,Competitor,Competitor had better devices,35.2,108.95
0378-NHQXU,20-35,4041,Churned,Other,Deceased,88.25,1765.12
6022-KOUQO,51-65,4998,Joined,Not Applicable,N/A,29.05,44.75
0378-TOVMS,20-35,5641,Churned,Competitor,Competitor had better devices,85.8,304
6038-GCYEC,20-35,5153,Churned,Competitor,Competitor had better devices,54.15,1240.25
0378-XSZPU,20-35,4026,Churned,Dissatisfaction,Network reliability,60.3,4562.56
6128-DAFVY,51-65,4021,Stayed,Not Applicable,N/A,44.85,2564.95
0379-DJQHR,51-65,4219,Stayed,Not Applicable,N/A,81.35,8430.35
6317-YPKDH,51-65,4534,Churned,Competitor,Competitor had better devices,29.95,29.95
0380-NEAVX,Over 65,5626,Stayed,Not Applicable,N/A,99.85,4533.15
6344-SFJVH,36-50,5942,Stayed,Not Applicable,N/A,24.9,505.95
0380-ZCSBI,51-65,2411,Stayed,Not Applicable,N/A,20,242.9
6345-HOVES,51-65,3800,Stayed,Not Applicable,N/A,25.05,852.7
0383-CLDDA,36-50,6499,Stayed,Not Applicable,N/A,85.35,7171.83
6366-ZGQGL,51-65,5087,Churned,Dissatisfaction,Service dissatisfaction,24.8,24.8
0384-LPITE,36-50,2290,Stayed,Not Applicable,N/A,62.05,2511.55
6397-JNZZG,Over 65,2573,Churned,Competitor,Competitor had better devices,55.55,2342.2
0384-RVBPI,51-65,2120,Stayed,Not Applicable,N/A,64.4,1650.6
6464-KEXXH,51-65,2372,Stayed,Not Applicable,N/A,25.25,186.3
0386-CWRGM,51-65,2320,Stayed,Not Applicable,N/A,19.4,3152.85
6549-NNDYT,51-65,2444,Stayed,Not Applicable,N/A,30.85,394.1
0388-EOPEX,20-35,4263,Churned,Attitude,Attitude of support person,74.4,158.98
6624-JDRDS,20-35,4391,Stayed,Not Applicable,N/A,29.45,161.45
0390-DCFDQ,Over 65,3964,Churned,Other,Don't know,70.45,85.73
6661-EIPZC,36-50,3194,Stayed,Not Applicable,N/A,29.5,1423.05
0392-BZIUW,36-50,5678,Stayed,Not Applicable,N/A,105,8063.56
6743-HHQPF,20-35,4959,Stayed,Not Applicable,N/A,25.1,1097.15
0394-YONDK,20-35,5114,Stayed,Not Applicable,N/A,25.15,1875.55
6791-YBNAK,20-35,4134,Stayed,Not Applicable,N/A,25.55,467.85
0396-HUJBP,20-35,3009,Joined,Not Applicable,N/A,19.3,144.22
7016-BPGEU,51-65,2796,Churned,Competitor,Competitor offered higher download speeds,25.1,712.85
0396-UKGAI,20-35,4028,Stayed,Not Applicable,N/A,55.3,1320.54
7041-TXQJH,51-65,5924,Stayed,Not Applicable,N/A,40.2,1478.85
0396-YCHWO,51-65,5111,Stayed,Not Applicable,N/A,95.4,4935.08
7176-WIONM,20-35,2873,Stayed,Not Applicable,N/A,49.85,617.15
0397-GZBBC,Over 65,5390,Churned,Price,Price too high,93.85,6202.64
7284-BUYEC,36-50,3573,Stayed,Not Applicable,N/A,50.95,229.4
0397-ZXWQF,20-35,4416,Stayed,Not Applicable,N/A,20.5,4600.72
7351-MHQVU,36-50,3474,Stayed,Not Applicable,N/A,50.95,307.6
0401-WDBXM,20-35,4331,Stayed,Not Applicable,N/A,105.55,8152.01
7395-XWZOY,36-50,4481,Stayed,Not Applicable,N/A,55,1165.55
0402-CQAJN,20-35,4437,Churned,Dissatisfaction,Lack of self-service on Website,101.9,4434.83
7470-MCQTK,36-50,2655,Churned,Attitude,Attitude of support person,48.75,633.4
0402-OAMEN,36-50,5335,Stayed,Not Applicable,N/A,24.45,3189.42
7595-EHCDL,36-50,3087,Stayed,Not Applicable,N/A,50.6,1653.45
0404-AHASP,20-35,6436,Stayed,Not Applicable,N/A,19.7,3435.74
7622-NXQZR,20-35,2653,Stayed,Not Applicable,N/A,30.1,810.85
0404-SWRVG,20-35,4415,Churned,Dissatisfaction,Product dissatisfaction,74.4,264.61
7721-JXEAW,20-35,4324,Churned,Competitor,Competitor offered higher download speeds,41.05,2452.7
0406-BPDVR,Over 65,6405,Churned,Price,Lack of affordable download/upload speed,101.5,7181.56
7740-KKCXF,51-65,5045,Stayed,Not Applicable,N/A,30.05,1529.45
0407-BDJKB,51-65,4129,Churned,Dissatisfaction,Service dissatisfaction,95.75,7856.1
8111-BKVDS,20-35,2164,Stayed,Not Applicable,N/A,40.7,449.3
0409-WTMPL,20-35,4761,Stayed,Not Applicable,N/A,110.65,8727.75
8350-NYMVI,20-35,3618,Stayed,Not Applicable,N/A,41.1,1597.05
0410-IPFTY,51-65,4283,Stayed,Not Applicable,N/A,83.85,3035.71
8644-XYTSV,36-50,4348,Stayed,Not Applicable,N/A,40.15,1626.05
0411-EZJZE,51-65,4830,Joined,Not Applicable,N/A,60.25,300.8
8741-LQOBK,20-35,4829,Stayed,Not Applicable,N/A,35.05,1620.25
0412-UCCNP,20-35,5162,Stayed,Not Applicable,N/A,59.2,3851.25
8847-GEOOQ,20-35,5359,Stayed,Not Applicable,N/A,60.2,3582.4
0415-MOSGF,51-65,3204,Churned,Attitude,Attitude of support person,44.4,70.93
8904-OPDCK,Over 65,4691,Stayed,Not Applicable,N/A,24.95,1364.75
0419-YAAPX,36-50,4696,Stayed,Not Applicable,N/A,85.3,4994.24
9013-AQORL,20-35,4106,Stayed,Not Applicable,N/A,45.55,2108.35
9039-RBEEE,20-35,3080,Churned,Price,Price too high,48.95,1880.85
0420-HLGXF,Over 65,3860,Stayed,Not Applicable,N/A,99.75,4427.17
9074-KGVOX,36-50,6018,Stayed,Not Applicable,N/A,39.45,2021.35
0420-TXVSG,36-50,5933,Stayed,Not Applicable,N/A,66.1,6917.31
9381-NDKME,Over 65,3843,Churned,Dissatisfaction,Limited range of services,40.65,933.3
0422-OHQHQ,20-35,3009,Stayed,Not Applicable,N/A,20.55,815.4
9862-KJTYK,Under 20,3072,Stayed,Not Applicable,N/A,25.35,566.1
0422-UXFAP,20-35,6034,Stayed,Not Applicable,N/A,98.85,7511.27
0423-UDIJQ,Over 65,2145,Stayed,Not Applicable,N/A,49.2,511.89
0426-TIRNE,51-65,5527,Churned,Dissatisfaction,Limited range of services,20.9,36.41
0428-AXXLJ,20-35,4761,Stayed,Not Applicable,N/A,19.5,605.8
0428-IKYCP,51-65,5233,Stayed,Not Applicable,N/A,87,2921.61
0430-IHCDJ,36-50,2597,Stayed,Not Applicable,N/A,49,925.5
0431-APWVY,36-50,5958,Churned,Other,Poor expertise of online support,90.1,3111.63
0432-CAJZV,36-50,3953,Joined,Not Applicable,N/A,90.7,253.82
0434-CSFON,20-35,4488,Stayed,Not Applicable,N/A,100.5,6500.15
0436-TWFFZ,20-35,6322,Stayed,Not Applicable,N/A,85.25,6296.46
0523-VNGTF,Over 65,5185,Stayed,Not Applicable,N/A,50.5,2566.3
0439-IFYUN,Over 65,3896,Stayed,Not Applicable,N/A,74.7,1694.22
0526-SXDJP,36-50,6091,Stayed,Not Applicable,N/A,42.1,2962
0440-EKDCF,36-50,4404,Stayed,Not Applicable,N/A,60.15,5842.6
0562-KBDVM,51-65,4442,Stayed,Not Applicable,N/A,44.6,3058.15
0440-MOGPM,51-65,4176,Stayed,Not Applicable,N/A,80.55,3516.46
0567-XRHCU,Under 20,4479,Stayed,Not Applicable,N/A,43.95,2960.1
0440-QEXBZ,51-65,5790,Stayed,Not Applicable,N/A,50.15,2949.58
0617-AQNWT,51-65,6347,Churned,Competitor,Competitor made better offer,47.85,3147.5
0440-UEDAI,51-65,5452,Stayed,Not Applicable,N/A,94.45,6838.39
0621-JFHOL,36-50,3180,Stayed,Not Applicable,N/A,29.6,299.05
0442-TDYUO,36-50,2964,Stayed,Not Applicable,N/A,20.05,2622.88
0739-UUAJR,51-65,4954,Stayed,Not Applicable,N/A,53.8,3952.45
0442-ZXKVS,Over 65,4337,Stayed,Not Applicable,N/A,115.6,8791.39
0769-MURVM,36-50,6187,Stayed,Not Applicable,N/A,65.7,4575.35
0447-BEMNG,20-35,4926,Churned,Price,Price too high,45.3,2285
0774-RMNUW,36-50,6420,Stayed,Not Applicable,N/A,59.7,4122.65
0447-RXSGD,36-50,5207,Stayed,Not Applicable,N/A,99.65,3021.17
0848-SOMKO,20-35,4483,Stayed,Not Applicable,N/A,48.4,3442.8
0454-OKRCT,20-35,5542,Stayed,Not Applicable,N/A,80.6,3801.15
0895-UADGO,36-50,5489,Stayed,Not Applicable,N/A,44.55,343.45
0455-ENTCR,51-65,5012,Stayed,Not Applicable,N/A,85.25,8366.45
0928-JMXNP,Over 65,2914,Stayed,Not Applicable,N/A,29.9,118.25
0455-XFASS,51-65,5998,Joined,Not Applicable,N/A,69.55,171.41
0979-MOZQI,51-65,4987,Stayed,Not Applicable,N/A,39,2337.45
0458-HEUZG,51-65,3239,Stayed,Not Applicable,N/A,35.4,550.4
1194-BHJYC,20-35,6427,Stayed,Not Applicable,N/A,62.15,3778.85
0459-SPZHJ,Under 20,4652,Stayed,Not Applicable,N/A,83.5,6282.35
1209-VFFOC,36-50,4556,Stayed,Not Applicable,N/A,56.4,3948.45
0461-CVKMU,36-50,5737,Churned,Attitude,Attitude of support person,83.8,2792.88
1371-DWPAZ,51-65,4740,Stayed,Not Applicable,N/A,56.05,560.5
0463-TXOAK,20-35,5662,Stayed,Not Applicable,N/A,25.6,2536.74
1636-NTNCO,Over 65,2104,Stayed,Not Applicable,N/A,50.95,207.35
0463-WZZKO,20-35,2406,Joined,Not Applicable,N/A,20.75,116.27
1837-YQUCE,51-65,4093,Stayed,Not Applicable,N/A,58.35,4214.25
0463-ZSDNT,20-35,2037,Stayed,Not Applicable,N/A,56.75,836.25
1936-CZAKF,20-35,4283,Stayed,Not Applicable,N/A,49.65,2409.9
0464-WJTKO,36-50,4598,Stayed,Not Applicable,N/A,20.1,2481.09
2045-BMBTJ,Over 65,3116,Stayed,Not Applicable,N/A,59.45,1884.65
0468-YRPXN,51-65,4580,Stayed,Not Applicable,N/A,98.8,4204.9
2162-FRZAA,36-50,5374,Stayed,Not Applicable,N/A,39.35,2395.05
0471-ARVMX,Over 65,5061,Stayed,Not Applicable,N/A,104.85,7722.78
2192-CKRLV,51-65,4700,Stayed,Not Applicable,N/A,49.2,3580.95
0471-LVHGK,20-35,2041,Churned,Competitor,Competitor offered higher download speeds,73,3653.51
2197-OMWGI,51-65,5583,Stayed,Not Applicable,N/A,53,3656.25
0475-RIJEP,36-50,5107,Churned,Price,Lack of affordable download/upload speed,77.85,5478.44
2253-KPMNB,20-35,4180,Stayed,Not Applicable,N/A,46.25,3121.4
0479-HMSWA,51-65,5980,Stayed,Not Applicable,N/A,105.45,2779.78
2274-XUATA,Over 65,4933,Stayed,Not Applicable,N/A,63.1,4685.55
0480-BIXDE,51-65,3249,Stayed,Not Applicable,N/A,96.8,1945.97
2314-TNDJQ,20-35,5192,Stayed,Not Applicable,N/A,55.65,3880.05
0480-KYJVA,36-50,5897,Stayed,Not Applicable,N/A,24.25,5161.94
2335-GSODA,36-50,2327,Stayed,Not Applicable,N/A,40.1,857.75
0481-SUMCB,Over 65,5391,Stayed,Not Applicable,N/A,102.15,6270.75
2761-XECQW,Over 65,2560,Stayed,Not Applicable,N/A,43.35,371.4
0484-FFVBJ,36-50,4895,Stayed,Not Applicable,N/A,64.85,2507.59
2773-MADBQ,36-50,2751,Stayed,Not Applicable,N/A,53.1,1901.25
0484-JPBRU,20-35,3461,Stayed,Not Applicable,N/A,25.25,2686.06
2996-XAUVF,20-35,5055,Stayed,Not Applicable,N/A,40.05,2799.75
0485-ZBSLN,51-65,6263,Stayed,Not Applicable,N/A,24.75,4087.6
3249-VHRIP,36-50,4507,Stayed,Not Applicable,N/A,43.6,2748.7
0486-HECZI,36-50,5154,Churned,Price,Long distance charges,96.75,7937.2
3298-QEICA,20-35,4445,Stayed,Not Applicable,N/A,34.6,813.45
0486-LGCCH,36-50,3372,Stayed,Not Applicable,N/A,19.65,674.11
3308-JSGML,Over 65,6306,Stayed,Not Applicable,N/A,64.05,3886.85
0487-CRLZF,51-65,4517,Stayed,Not Applicable,N/A,74.45,4089.89
3511-BFTJW,20-35,4710,Stayed,Not Applicable,N/A,38.5,2763
0487-RPVUM,36-50,5404,Stayed,Not Applicable,N/A,99.4,6867.8
3566-CAAYU,20-35,5644,Stayed,Not Applicable,N/A,49.85,3210.35
0487-VVUVK,36-50,3829,Stayed,Not Applicable,N/A,19.15,954.85
3635-JBPSG,36-50,2118,Stayed,Not Applicable,N/A,38.8,603
0488-GSLFR,36-50,3365,Churned,Dissatisfaction,Product dissatisfaction,69.5,77.81
3704-IEAXF,36-50,5498,Stayed,Not Applicable,N/A,53.65,3784
0489-WMEMG,51-65,5237,Stayed,Not Applicable,N/A,49.45,1713.9
3813-DHBBB,36-50,6395,Stayed,Not Applicable,N/A,50.95,3521.7
0491-KAPQG,20-35,2071,Stayed,Not Applicable,N/A,73.7,2158.04
3884-UEBXB,51-65,6314,Stayed,Not Applicable,N/A,36.15,2434.45
0495-RVCBF,36-50,2066,Churned,Other,Poor expertise of online support,79.7,113.58
3908-MKIMJ,Over 65,5607,Stayed,Not Applicable,N/A,41.95,2965.75
0495-ZBNGW,Over 65,4324,Churned,Competitor,Competitor offered more data,79.9,397.25
3911-RSNHI,36-50,5119,Stayed,Not Applicable,N/A,61.4,4310.35
0496-AHOOK,51-65,4310,Stayed,Not Applicable,N/A,74.4,2501.54
3933-DQPWX,36-50,5174,Stayed,Not Applicable,N/A,39.7,1932.75
0504-HHAPI,Over 65,2420,Churned,Other,Don't know,88.3,2925.13
4079-WWQQQ,36-50,4266,Stayed,Not Applicable,N/A,65.55,4807.45
0505-SPOOW,36-50,4500,Stayed,Not Applicable,N/A,19.8,2217.35
4111-BNXIF,Under 20,4478,Stayed,Not Applicable,N/A,59.55,4103.9
0506-LVNGN,Over 65,4028,Churned,Competitor,Competitor had better devices,75.55,561.3
